Rdate1,Rdate2,IsVaccine,Ssn,Vnumber,Hnumber
2021-09-25 0:00,2021-10-23 0:00,0,650959-191791,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-08-19 0:00,2021-09-16 0:00,0,651705-242698,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-03 0:00,2021-10-01 0:00,1,652912-286953,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-10-01 0:00,2021-10-29 0:00,0,653815-121562,30,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-10 0:00,2021-12-08 0:00,0,654028-134875,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-10-13 0:00,2021-11-10 0:00,1,655631-140598,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-03 0:00,2021-10-01 0:00,0,656569-211158,30,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-30 0:00,2021-12-28 0:00,1,658886-215612,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-18 0:00,2021-10-16 0:00,0,659887-201010,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-12-08 0:00,2022-01-05 0:00,1,660244-273876,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-15 0:00,2021-10-13 0:00,1,661808-151786,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-08-15 0:00,2021-09-12 0:00,1,664342-154496,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-28 0:00,2021-12-26 0:00,1,665452-114775,30,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-08-30 0:00,2021-09-27 0:00,1,666272-210372,30,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-12-29 0:00,2022-01-26 0:00,0,667464-272169,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-08-29 0:00,2021-09-26 0:00,0,671898-186203,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-06 0:00,2021-10-04 0:00,0,672354-257288,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-29 0:00,2021-10-27 0:00,0,672383-223296,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-12-03 0:00,2021-12-31 0:00,0,673754-286392,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-08-06 0:00,2021-09-03 0:00,0,674992-278959,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-23 0:00,2021-12-21 0:00,1,675642-288000,30,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-12-03 0:00,2021-12-31 0:00,1,677259-257747,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-10-13 0:00,2021-11-10 0:00,0,679965-138693,30,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-22 0:00,2021-12-20 0:00,0,679996-221570,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-12-09 0:00,2022-01-06 0:00,0,681618-194887,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-08-10 0:00,2021-09-07 0:00,1,682243-267918,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-10-18 0:00,2021-11-15 0:00,1,683312-283119,30,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-09 0:00,2021-12-07 0:00,0,685218-190911,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-10-28 0:00,2021-11-25 0:00,0,685377-285622,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-08-04 0:00,2021-09-01 0:00,0,685786-154605,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-12-25 0:00,2022-01-22 0:00,1,686957-166200,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-10 0:00,2021-10-08 0:00,0,687191-187654,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-09 0:00,2021-10-07 0:00,1,688946-292475,30,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-08-24 0:00,2021-09-21 0:00,1,690532-128577,30,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-09 0:00,2021-10-07 0:00,0,691629-160016,30,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-12-08 0:00,2022-01-05 0:00,0,691664-164890,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-10-04 0:00,2021-11-01 0:00,1,692618-214550,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-12-01 0:00,2021-12-29 0:00,1,696822-245835,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-03 0:00,2021-12-01 0:00,1,696834-176724,30,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-21 0:00,2021-10-19 0:00,0,701000-190450,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-12-25 0:00,2022-01-22 0:00,1,704941-288971,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-06 0:00,2021-10-04 0:00,1,706820-125467,30,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-12-24 0:00,2022-01-21 0:00,0,708874-130343,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-12-20 0:00,2022-01-17 0:00,1,714525-166824,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-30 0:00,2021-10-28 0:00,1,715172-194152,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-02 0:00,2021-11-30 0:00,1,716433-216382,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-10 0:00,2021-10-08 0:00,1,716913-289008,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-08-19 0:00,2021-09-16 0:00,1,717605-132656,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-08-15 0:00,2021-09-12 0:00,1,718847-187017,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-12-07 0:00,2022-01-04 0:00,0,719511-125045,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-10-05 0:00,2021-11-02 0:00,0,719741-273822,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-28 0:00,2021-12-26 0:00,1,720063-283823,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-01 0:00,2021-11-29 0:00,1,720183-263729,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-10-25 0:00,2021-11-22 0:00,0,720883-248072,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-04 0:00,2021-10-02 0:00,0,724541-140769,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-09 0:00,2021-10-07 0:00,0,725763-146292,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-17 0:00,2021-12-15 0:00,1,730826-218814,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-12-19 0:00,2022-01-16 0:00,0,731355-285534,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-08 0:00,2021-10-06 0:00,0,734740-209198,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-20 0:00,2021-12-18 0:00,1,735539-275621,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-22 0:00,2021-10-20 0:00,1,739712-266761,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-22 0:00,2021-12-20 0:00,1,741262-263511,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-08-02 0:00,2021-08-30 0:00,1,742017-106333,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-18 0:00,2021-12-16 0:00,0,742782-247467,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-10-31 0:00,2021-11-28 0:00,1,745256-286655,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-25 0:00,2021-12-23 0:00,1,748080-134323,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-23 0:00,2021-10-21 0:00,1,752254-178399,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-08-29 0:00,2021-09-26 0:00,1,755758-123343,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-17 0:00,2021-10-15 0:00,1,759370-196423,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-24 0:00,2021-10-22 0:00,0,760193-135017,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-02 0:00,2021-09-30 0:00,0,761459-108736,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-12-26 0:00,2022-01-23 0:00,1,762381-123441,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-07 0:00,2021-12-05 0:00,1,763341-258085,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-24 0:00,2021-12-22 0:00,0,763370-281973,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-08-15 0:00,2021-09-12 0:00,1,763681-198246,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-10-20 0:00,2021-11-17 0:00,1,764066-170580,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-12-13 0:00,2022-01-10 0:00,0,764364-176087,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-12-25 0:00,2022-01-22 0:00,0,765360-297527,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-10-23 0:00,2021-11-20 0:00,1,766574-183761,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-12-26 0:00,2022-01-23 0:00,0,767232-144341,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-12-10 0:00,2022-01-07 0:00,1,767841-147872,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-12-06 0:00,2022-01-03 0:00,1,768823-286350,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-14 0:00,2021-12-12 0:00,1,769557-203724,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-11 0:00,2021-12-09 0:00,1,770200-111570,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-12 0:00,2021-12-10 0:00,1,772251-108450,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-08-11 0:00,2021-09-08 0:00,1,772737-151291,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-10 0:00,2021-12-08 0:00,1,773828-289652,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-08-27 0:00,2021-09-24 0:00,1,775506-189140,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-10-09 0:00,2021-11-06 0:00,0,776134-270442,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-08-24 0:00,2021-09-21 0:00,0,777935-267725,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-10-11 0:00,2021-11-08 0:00,1,778166-234814,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-12-06 0:00,2022-01-03 0:00,0,781921-298945,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-10-01 0:00,2021-10-29 0:00,1,782890-146578,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-16 0:00,2021-12-14 0:00,1,784566-143940,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-12-25 0:00,2022-01-22 0:00,1,785210-243629,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-02 0:00,2021-09-30 0:00,0,785730-182376,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-08-28 0:00,2021-09-25 0:00,0,787455-132161,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-10-07 0:00,2021-11-04 0:00,0,788209-175609,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-13 0:00,2021-12-11 0:00,1,791537-110999,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-10-09 0:00,2021-11-06 0:00,0,793830-288230,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-08-12 0:00,2021-09-09 0:00,1,794156-156052,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-10-20 0:00,2021-11-17 0:00,1,796268-289297,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-10-05 0:00,2021-11-02 0:00,1,797115-290012,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-30 0:00,2021-10-28 0:00,1,798971-290663,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-08-26 0:00,2021-09-23 0:00,0,800849-264919,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-10-04 0:00,2021-11-01 0:00,0,801623-111709,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-10-15 0:00,2021-11-12 0:00,0,803281-254459,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-12 0:00,2021-10-10 0:00,0,804558-230179,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-05 0:00,2021-10-03 0:00,0,805668-278509,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-03 0:00,2021-10-01 0:00,1,806276-185994,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-12-08 0:00,2022-01-05 0:00,0,809900-155459,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-04 0:00,2021-10-02 0:00,0,816529-117211,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-10-17 0:00,2021-11-14 0:00,0,817905-267823,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-08-05 0:00,2021-09-02 0:00,0,818696-257549,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-12-05 0:00,2022-01-02 0:00,1,819546-219051,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-11 0:00,2021-12-09 0:00,1,819979-114108,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-11-22 0:00,2021-12-20 0:00,1,820807-113029,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-21 0:00,2021-10-19 0:00,1,824191-224792,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-20 0:00,2021-10-18 0:00,1,825889-163436,20,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-07 0:00,2021-10-05 0:00,1,825999-160756,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-09-04 0:00,2021-10-02 0:00,0,827383-130626,10,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
2021-08-20 0:00,2021-09-17 0:00,1,827840-181965,40,JDQ4MTYyMiM1MSMkMSMkNCMkOTIkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
